,location_name,sex,year_id,mx,lower,upper,Climate,Population,Rank,Borough or Census Area,Per capita income,Median household income,Median family income,Number of households,Aleutians East Borough,Aleutians West Census Area,Anchorage Municipality,Bethel Census Area,Bristol Bay Borough,Denali Borough,Dillingham Census Area,Fairbanks North Star Borough,Haines Borough,Hoonah-Angoon Census Area,Juneau City and Borough,Kenai Peninsula Borough,Ketchikan Gateway Borough,Kodiak Island Borough,Kusilvak Census Area,Lake and Peninsula Borough,Matanuska-Susitna Borough,Nome Census Area,North Slope Borough,Northwest Arctic Borough,Petersburg Borough,Prince of Wales-Hyder Census Area,Sitka City and Borough,Skagway Municipality,Southeast Fairbanks Census Area,Valdez-Cordova Census Area,Wrangell City and Borough,Yakutat City and Borough,Yukon-Koyukuk Census Area,Cold semi-arid/Dry-summer subarctic/Subarctic,Cold semi-arid/Subarctic,Dry-summer subarctic/Subarctic,Oceanic,Oceanic/Subarctic,Subarctic,Tundra/Cold semi-arid/Dry-summer subarctic/Subarctic,Tundra/Dry-summer subarctic/Subarctic,Tundra/Oceanic/Subarctic,Tundra/Subarctic
845,Haines Borough,Male,1985,1.7145570382200102,0.621539314226511,3.7774990034912204,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
846,Haines Borough,Male,1986,1.6455675737598898,0.6074012215264971,3.5334846673324196,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
847,Haines Borough,Male,1987,1.7701105237760701,0.7388310369820692,3.60822872895755,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
848,Haines Borough,Male,1988,1.8067929201939898,0.7453896859145409,3.7215448727552998,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
849,Haines Borough,Male,1989,1.7811368681510902,0.770753639467092,3.56636230461748,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,Haines Borough,Male,1990,1.6687936565414399,0.762143871320548,3.30876975329743,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
851,Haines Borough,Male,1991,1.64326993323374,0.720454086036104,3.30146907302031,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852,Haines Borough,Male,1992,1.57114307270842,0.7072047888076008,2.9804283039814004,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
853,Haines Borough,Male,1993,1.46238915060178,0.677370875152438,2.73120284893095,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
854,Haines Borough,Male,1994,1.35125533528815,0.64467174576678,2.5771584674058796,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
855,Haines Borough,Male,1995,1.2861687480228798,0.571412474752316,2.50226369836707,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
856,Haines Borough,Male,1996,1.06568959601607,0.44422955504589795,2.08415133550345,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
857,Haines Borough,Male,1997,0.881809948809794,0.35364260400376296,1.7822396102799698,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
858,Haines Borough,Male,1998,0.8040409371035581,0.313838823619843,1.8159578777313603,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
859,Haines Borough,Male,1999,0.7490782910298921,0.301193291188461,1.57898135819227,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
860,Haines Borough,Male,2000,0.695213928593101,0.271726183625487,1.49380601141899,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,Haines Borough,Male,2001,0.620114954405714,0.248457942141262,1.2829804203764599,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862,Haines Borough,Male,2002,0.560995269543673,0.22800263254298397,1.2210151641917801,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863,Haines Borough,Male,2003,0.53176125071186,0.20630327045661498,1.1611918662243201,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
864,Haines Borough,Male,2004,0.469480570330242,0.186138228881954,1.04806580680021,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
865,Haines Borough,Male,2005,0.43199376425355895,0.163243978612192,0.937425749617639,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
866,Haines Borough,Male,2006,0.3896654516538,0.152562818690154,0.853075134680208,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867,Haines Borough,Male,2007,0.357011829394906,0.132718199454207,0.7893820488330351,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
868,Haines Borough,Male,2008,0.33211263008554603,0.116187108826246,0.769834630257563,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
869,Haines Borough,Male,2009,0.31087834294423605,0.109373841141279,0.7225204432501559,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
870,Haines Borough,Male,2010,0.28803978074123,0.0996100091093151,0.681809619527224,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
871,Haines Borough,Male,2011,0.275430692460912,0.0896709643143694,0.6460975349417211,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
872,Haines Borough,Male,2012,0.266523013784346,0.0869751999172209,0.635615228198629,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
873,Haines Borough,Male,2013,0.261433843928148,0.0839553486768928,0.651262281771682,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
874,Haines Borough,Male,2014,0.24973273327383302,0.0810512200968209,0.627019879169417,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
875,Haines Borough,Female,1980,1.50438926974931,0.515399614048585,3.53431315064888,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
876,Haines Borough,Female,1981,1.3890226990216699,0.47097130929866404,3.01215298482601,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
877,Haines Borough,Female,1982,1.3236964115444398,0.466625111356577,2.87578324243007,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
878,Haines Borough,Female,1983,1.27656339767411,0.45712364323274607,2.78688045860567,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
879,Haines Borough,Female,1984,1.22452699254171,0.452249105996895,2.6015269564286,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,Haines Borough,Female,1985,1.24261438191618,0.46649494081395293,2.62524753785443,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,Haines Borough,Female,1986,1.2289414494743702,0.472042189822852,2.63435093907955,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,Haines Borough,Female,1987,1.27745508691757,0.495241692351444,2.6570537625477795,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
883,Haines Borough,Female,1988,1.26717998252221,0.4993684343794779,2.6659914749405695,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
884,Haines Borough,Female,1989,1.23442214171553,0.518184089956109,2.44093272100493,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,Haines Borough,Female,1990,1.23364769119087,0.543094352208883,2.44671828301386,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
886,Haines Borough,Female,1991,1.2552297733134299,0.541984551253087,2.44588169265857,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
887,Haines Borough,Female,1992,1.17447387349952,0.5102311120866121,2.21600572067249,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
888,Haines Borough,Female,1993,1.15046969287905,0.51323475927704,2.17561554278806,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
889,Haines Borough,Female,1994,1.1120290708267802,0.501036725169971,2.1388824684198,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,Haines Borough,Female,1995,1.0558455448034798,0.47294665647832795,2.13291710325436,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
891,Haines Borough,Female,1996,0.9124760110256779,0.39115772018771,1.8046334328578002,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
892,Haines Borough,Female,1997,0.843783877309265,0.359342915184775,1.66194178833306,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
893,Haines Borough,Female,1998,0.7773127992319109,0.32420870816416697,1.5861196968851399,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,Haines Borough,Female,1999,0.723965599324333,0.303054281913406,1.48273102737604,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,Haines Borough,Female,2000,0.662937890953473,0.265573563587026,1.3994212467063099,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
896,Haines Borough,Female,2001,0.6104147905517221,0.245188560041526,1.27160610373168,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
897,Haines Borough,Female,2002,0.55614802951836,0.22421156838956602,1.18017851908174,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898,Haines Borough,Female,2003,0.4826497043898161,0.189601907532328,1.0211239411828401,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
899,Haines Borough,Female,2004,0.46422599149966703,0.18954904396789002,0.994704232425246,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,Haines Borough,Female,2005,0.41336428062486297,0.162703522961443,0.8646640607780741,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,Haines Borough,Female,2006,0.369349958740316,0.144394088617637,0.797598687238683,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
902,Haines Borough,Female,2007,0.334974372604318,0.12901478593202698,0.7079343484834771,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
903,Haines Borough,Female,2008,0.314552500948041,0.117691922018824,0.6729402616867529,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
904,Haines Borough,Female,2009,0.29845736520842,0.10691213612415401,0.651139902103374,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
905,Haines Borough,Female,2010,0.282476991553834,0.0946226325004215,0.6078102640879289,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906,Haines Borough,Female,2011,0.26346469922071497,0.0882626563401712,0.5538848736412529,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,Haines Borough,Female,2012,0.246454223164919,0.0834984151411028,0.523800389086744,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,Haines Borough,Female,2013,0.23720466159877301,0.0792173079120513,0.536800830616365,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
909,Haines Borough,Female,2014,0.23098604239706502,0.0757716735069208,0.53439340643616,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910,Haines Borough,Both,1980,1.72363178636605,0.72952889333313,3.4218006076504,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
911,Haines Borough,Both,1981,1.5708334786393001,0.67181656277098,3.0784146848635,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
912,Haines Borough,Both,1982,1.45996062964992,0.6218108251723149,2.77967247996724,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
913,Haines Borough,Both,1983,1.5234337135842402,0.7000917407632671,2.7913568348866202,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
914,Haines Borough,Both,1984,1.40964568054393,0.656308000165891,2.54525954606504,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,Haines Borough,Both,1985,1.39012709942774,0.673763985528206,2.48130935919931,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
916,Haines Borough,Both,1986,1.3825175489647499,0.6700867845692471,2.4782337361803397,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,Haines Borough,Both,1987,1.47419913747752,0.775136995008547,2.54521822141916,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
918,Haines Borough,Both,1988,1.48507176900637,0.782092050483111,2.5015279254690896,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
919,Haines Borough,Both,1989,1.4629107345752501,0.7877111013271371,2.4750390385607903,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920,Haines Borough,Both,1990,1.4299057859325799,0.7850675179795671,2.3829388355049903,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
921,Haines Borough,Both,1991,1.4365106013759599,0.8051223172356801,2.3572295234406497,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,Haines Borough,Both,1992,1.36463376154353,0.789493348329721,2.24142361828859,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923,Haines Borough,Both,1993,1.312299238367,0.762773913032365,2.1339833822331,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
924,Haines Borough,Both,1994,1.24603022021021,0.7124674799642942,2.0638745123867,Dry-summer subarctic/Subarctic,2566,15,Haines Borough,"$27,979","$47,981","$69,821","1,149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
